index,name,address,Website,Type,Size,Address,City,State,ZipCode,associates,Profit,True/False
2227,The Art Institute of Salt Lake City,"121 W Election Rd - Ste 100, Draper, Utah 84020",www.artinstitutes.edu/saltlakecity/,"4-year, primarily associate's, Private for-profit",233.0,121 W Election Rd - Ste 100, Draper,Utah,84020,1,For-Profit,True
2228,The Art Institute of Seattle,"2323 Elliott Ave, Seattle, Washington 98121-1622",www.ais.edu,"4-year, primarily associate's, Private for-profit",2234.0,2323 Elliott Ave, Seattle,Washington,98121-1622,1,For-Profit,True
2229,The Art Institute of Tennessee-Nashville,"100 Centerview Drive, Suite 250, Nashville, Tennessee 37214-3439",www.artinstitutes.edu/nashville/,"4-year, primarily associate's, Private for-profit",472.0,"100 Centerview Drive, Suite 250", Nashville,Tennessee,37214-3439,1,For-Profit,True
2230,The Art Institute of Tucson,"5099 E. Grant Rd. #100, Tucson, Arizona 85712",www.artinstitutes.edu/tucson,"4-year, primarily associate's, Private for-profit",135.0,5099 E. Grant Rd. #100, Tucson,Arizona,85712,1,For-Profit,True
2231,The Art Institute of Washington,"1820 N Fort Myer Dr, Arlington, Virginia 22209-1802",www.aiw.aii.edu,"4-year, Private for-profit",1892.0,1820 N Fort Myer Dr, Arlington,Virginia,22209-1802,0,For-Profit,False
2232,The Art Institutes International Minnesota,"15 S 9th Street, Minneapolis, Minnesota 55402",www.aim.artinstitutes.edu,"4-year, Private for-profit",1890.0,15 S 9th Street, Minneapolis,Minnesota,55402,0,For-Profit,False
2233,The Art Institutes International-Kansas City,"8202 Melrose Drive, Lenexa, Kansas 66214-1625",www.artinstitutes.edu/kansascity/,"4-year, Private for-profit",86.0,8202 Melrose Drive, Lenexa,Kansas,66214-1625,0,For-Profit,False
2234,The Baptist College of Florida,"5400 College Dr, Graceville, Florida 32440",www.baptistcollege.edu,"4-year, Private not-for-profit",588.0,5400 College Dr, Graceville,Florida,32440,0,Not-For-Profit,False
2235,The Boston Conservatory,"8 the Fenway, Boston, Massachusetts 02215",www.bostonconservatory.edu,"4-year, Private not-for-profit",699.0,8 the Fenway, Boston,Massachusetts,02215,0,Not-For-Profit,False
2236,The College of Idaho,"2112 Cleveland Blvd, Caldwell, Idaho 83605-4432",www.collegeofidaho.edu,"4-year, Private not-for-profit",944.0,2112 Cleveland Blvd, Caldwell,Idaho,83605-4432,0,Not-For-Profit,False
2237,The College of New Jersey,"2000 Pennington Road, Ewing, New Jersey 08628-0718",www.tcnj.edu,"4-year, Public",6949.0,2000 Pennington Road, Ewing,Jersey,08628-0718,0,Not-For-Profit,False
2238,The College of New Rochelle,"29 Castle Pl, New Rochelle, New York 10805-2339",www.cnr.edu,"4-year, Private not-for-profit",5311.0,29 Castle Pl, New Rochelle,York,10805-2339,0,Not-For-Profit,False
2239,The College of Saint Rose,"432 Western Ave, Albany, New York 12203-1490",www.strose.edu,"4-year, Private not-for-profit",5102.0,432 Western Ave, Albany,York,12203-1490,0,Not-For-Profit,False
2240,The College of Saint Scholastica,"1200 Kenwood Ave, Duluth, Minnesota 55811-4199",www.css.edu,"4-year, Private not-for-profit",3593.0,1200 Kenwood Ave, Duluth,Minnesota,55811-4199,0,Not-For-Profit,False
2241,The College of Saint Thomas More,"3020 Lubbock, Fort Worth, Texas 76109",www.cstm.edu,"4-year, Private not-for-profit",81.0,3020 Lubbock, Fort Worth,Texas,76109,0,Not-For-Profit,False
2242,The College of Westchester,"325 Central Ave, White Plains, New York 10606",www.cw.edu,"4-year, primarily associate's, Private for-profit",1196.0,325 Central Ave, White Plains,York,10606,1,For-Profit,True
2243,The College of Wooster,"1189 Beall Avenue, Wooster, Ohio 44691",www.wooster.edu,"4-year, Private not-for-profit",1884.0,1189 Beall Avenue, Wooster,Ohio,44691,0,Not-For-Profit,False
2244,The Colorado Center for Medical Laboratory Science,"1719 E 19th Ave, Denver, Colorado 80218-1281",www.medlabed.org,"4-year, Private not-for-profit",18.0,1719 E 19th Ave, Denver,Colorado,80218-1281,0,Not-For-Profit,False
2245,The Creative Center,"10850 Emmet St, Omaha, Nebraska 68164",www.creativecenter.edu,"4-year, primarily associate's, Private for-profit",118.0,10850 Emmet St, Omaha,Nebraska,68164,1,For-Profit,True
2246,The Curtis Institute of Music,"1726 Locust St, Philadelphia, Pennsylvania 19103",www.curtis.edu,"4-year, Private not-for-profit",162.0,1726 Locust St, Philadelphia,Pennsylvania,19103,0,Not-For-Profit,False
2247,The Dickinson School of Law of the Pennsylvania State University,"150 South College St, Carlisle, Pennsylvania 17013-2861",www.dsl.psu.edu/,"4-year, Public",349.0,150 South College St, Carlisle,Pennsylvania,17013-2861,0,Not-For-Profit,False
2248,The Evergreen State College,"2700 Evergreen Pkwy NW, Olympia, Washington 98505-0001",www.evergreen.edu,"4-year, Public",4696.0,2700 Evergreen Pkwy NW, Olympia,Washington,98505-0001,0,Not-For-Profit,False
2249,The Fashion Institute of Design & Merchandising-Los Angeles,"919 S Grand Ave, Los Angeles, California 90015-1421",WWW.FIDM.EDU,"4-year, primarily associate's, Private for-profit",4651.0,919 S Grand Ave, Los Angeles,California,90015-1421,1,For-Profit,True
2250,The General Theological Seminary,"175 9th Ave, New York, New York 10011-4977",WWW.GTS.EDU,"4-year, Private not-for-profit",145.0,175 9th Ave, New York,York,10011-4977,0,Not-For-Profit,False
2251,The Illinois Institute of Art-Chicago,"350 N Orleans St, Chicago, Illinois 60654-1593",www.aii.edu,"4-year, Private for-profit",2883.0,350 N Orleans St, Chicago,Illinois,60654-1593,0,For-Profit,False
2252,The Illinois Institute of Art-Schaumburg,"1000 Plaza Drive  Ste. 100, Schaumburg, Illinois 60173-4913",www.ilia.aii.edu,"4-year, Private for-profit",1240.0,1000 Plaza Drive  Ste. 100, Schaumburg,Illinois,60173-4913,0,For-Profit,False
2253,The John Marshall Law School,"315 S Plymouth Ct, Chicago, Illinois 60604",WWW.JMLS.EDU,"4-year, Private not-for-profit",1544.0,315 S Plymouth Ct, Chicago,Illinois,60604,0,Not-For-Profit,False
2254,The Juilliard School,"60 Lincoln Center Plaza, New York, New York 10023-6588",www.juilliard.edu,"4-year, Private not-for-profit",1078.0,60 Lincoln Center Plaza, New York,York,10023-6588,0,Not-For-Profit,False
2255,The King's College,"350 Fifth Ave Ste 1500, New York, New York 10118",www.tkc.edu,"4-year, Private not-for-profit",258.0,350 Fifth Ave Ste 1500, New York,York,10118,0,Not-For-Profit,False
2256,The Master's College and Seminary,"21726 Placerita Canyon Road, Santa Clarita, California 91321-1200",www.masters.edu,"4-year, Private not-for-profit",1417.0,21726 Placerita Canyon Road, Santa Clarita,California,91321-1200,0,Not-For-Profit,False
2257,The National Hispanic University,"14271 Story Rd, San Jose, California 95127-3823",www.nhu.edu,"4-year, Private not-for-profit",591.0,14271 Story Rd, San Jose,California,95127-3823,0,Not-For-Profit,False
2258,The New England Conservatory of Music,"290 Huntington Ave, Boston, Massachusetts 02115-5018",www.newenglandconservatory.edu,"4-year, Private not-for-profit",714.0,290 Huntington Ave, Boston,Massachusetts,02115-5018,0,Not-For-Profit,False
2259,The New England Institute of Art,"10 Brookline Place West, Brookline, Massachusetts 02445-7295",www.artinstitutes.edu/boston,"4-year, Private for-profit",1641.0,10 Brookline Place West, Brookline,Massachusetts,02445-7295,0,For-Profit,False
2260,The New School,"66 W 12th Street, New York, New York 10011-8603",www.newschool.edu,"4-year, Private not-for-profit",9825.0,66 W 12th Street, New York,York,10011-8603,0,Not-For-Profit,False
2261,The Restaurant School at Walnut Hill College,"4207 Walnut St, Philadelphia, Pennsylvania 19104",www.walnuthillcollege.edu,"4-year, primarily associate's, Private for-profit",509.0,4207 Walnut St, Philadelphia,Pennsylvania,19104,1,For-Profit,True
2262,The Richard Stockton College of New Jersey,"Jim Leeds Rd, Pomona, New Jersey 08240-0195",www.stockton.edu,"4-year, Public",7307.0,Jim Leeds Rd, Pomona,Jersey,08240-0195,0,Not-For-Profit,False
2263,The Robert B Miller College,"450 North Ave, Battle Creek, Michigan 49017",www.millercollege.edu,"4-year, Private not-for-profit",242.0,450 North Ave, Battle Creek,Michigan,49017,0,Not-For-Profit,False
2264,The Southern Baptist Theological Seminary,"2825 Lexington Rd, Louisville, Kentucky 40280-0001",www.sbts.edu,"4-year, Private not-for-profit",3356.0,2825 Lexington Rd, Louisville,Kentucky,40280-0001,0,Not-For-Profit,False
2265,The University of Alabama,"739 University Blvd, Tuscaloosa, Alabama 35487-0166",www.ua.edu/,"4-year, Public",27014.0,739 University Blvd, Tuscaloosa,Alabama,35487-0166,0,Not-For-Profit,False
2266,The University of Connecticut School of Medicine and Dentistry,"263 Farmington Ave, Farmington, Connecticut 06030-1905",www.uchc.edu,"4-year, Public",503.0,263 Farmington Ave, Farmington,Connecticut,06030-1905,0,Not-For-Profit,False
2267,The University of Findlay,"1000 N Main St, Findlay, Ohio 45840-3653",www.findlay.edu/,"4-year, Private not-for-profit",5761.0,1000 N Main St, Findlay,Ohio,45840-3653,0,Not-For-Profit,False
2268,The University of Montana,"Missoula, Montana, Missoula, Montana 59812",www.umt.edu,"4-year, Public",14207.0,"Missoula, Montana", Missoula,Montana,59812,0,Not-For-Profit,False
2269,The University of Montana-Western,"710 S Atlantic, Dillon, Montana 59725-3598",www.umwestern.edu,"4-year, Public",1190.0,710 S Atlantic, Dillon,Montana,59725-3598,0,Not-For-Profit,False
2270,The University of Tampa,"401 W Kennedy Blvd, Tampa, Florida 33606-1490",www.ut.edu,"4-year, Private not-for-profit",5800.0,401 W Kennedy Blvd, Tampa,Florida,33606-1490,0,Not-For-Profit,False
2271,The University of Tennessee,"Circle Park, Knoxville, Tennessee 37996",www.tennessee.edu,"4-year, Public",30410.0,Circle Park, Knoxville,Tennessee,37996,0,Not-For-Profit,False
2272,The University of Tennessee at Chattanooga,"615 McCallie Ave, Chattanooga, Tennessee 37403-2598",www.utc.edu,"4-year, Public",9807.0,615 McCallie Ave, Chattanooga,Tennessee,37403-2598,0,Not-For-Profit,False
2273,The University of Tennessee-Martin,"University Street, Martin, Tennessee 38238-5021",www.utm.edu,"4-year, Public",7574.0,University Street, Martin,Tennessee,38238-5021,0,Not-For-Profit,False
2274,The University of Texas at Arlington,"701 S. Nedderman Dr., Arlington, Texas 76013",WWW.UTA.EDU,"4-year, Public",25084.0,701 S. Nedderman Dr., Arlington,Texas,76013,0,Not-For-Profit,False
2275,The University of Texas at Austin,"Austin, Texas 78712",www.utexas.edu,"4-year, Public",49984.0,Austin,,Texas,78712,0,Not-For-Profit,False
2276,The University of Texas at Brownsville,"80 Fort Brown, Brownsville, Texas 78520-4991",WWW.UTB.EDU,"4-year, Public",17189.0,80 Fort Brown, Brownsville,Texas,78520-4991,0,Not-For-Profit,False
2277,The University of Texas at Dallas,"800 West Campbell  Road, Richardson, Texas 75080-3021",www.utdallas.edu,"4-year, Public",14913.0,800 West Campbell  Road, Richardson,Texas,75080-3021,0,Not-For-Profit,False
2278,The University of Texas at El Paso,"500 W. University Ave, El Paso, Texas 79968-0691",www.utep.edu,"4-year, Public",20458.0,500 W. University Ave, El Paso,Texas,79968-0691,0,Not-For-Profit,False
2279,The University of Texas at San Antonio,"One UTSA Circle, San Antonio, Texas 78249-1644",www.utsa.edu/,"4-year, Public",28413.0,One UTSA Circle, San Antonio,Texas,78249-1644,0,Not-For-Profit,False
2280,The University of Texas at Tyler,"3900 University Blvd, Tyler, Texas 75799-6699",www.uttyler.edu/,"4-year, Public",6117.0,3900 University Blvd, Tyler,Texas,75799-6699,0,Not-For-Profit,False
2281,The University of Texas Health Science Center at Houston,"7000 Fannin, Suite 1200, Houston, Texas 77030",www.uthouston.edu/,"4-year, Public",3865.0,"7000 Fannin, Suite 1200", Houston,Texas,77030,0,Not-For-Profit,False
2282,The University of Texas Health Science Center at San Antonio,"7703 Floyd Curl Dr, San Antonio, Texas 78229-3900",www.uthscsa.edu,"4-year, Public",3093.0,7703 Floyd Curl Dr, San Antonio,Texas,78229-3900,0,Not-For-Profit,False
2283,The University of Texas M.D.  Anderson Cancer Center,"1515 Holcombe Blvd., Houston, Texas 77030-4009",www.mdanderson.org,"4-year, Public",203.0,1515 Holcombe Blvd., Houston,Texas,77030-4009,0,Not-For-Profit,False
2284,The University of Texas Medical Branch,"301 University Blvd, Galveston, Texas 77555-0129",www.utmb.edu,"4-year, Public",2338.0,301 University Blvd, Galveston,Texas,77555-0129,0,Not-For-Profit,False
2285,The University of Texas of the Permian Basin,"4901 E University, Odessa, Texas 79762-0001",www.utpb.edu,"4-year, Public",3496.0,4901 E University, Odessa,Texas,79762-0001,0,Not-For-Profit,False
2286,The University of Texas-Pan American,"1201 W University Dr, Edinburg, Texas 78539-2999",www.utpa.edu,"4-year, Public",17534.0,1201 W University Dr, Edinburg,Texas,78539-2999,0,Not-For-Profit,False
2287,The University of the Arts,"320 S Broad St, Philadelphia, Pennsylvania 19102-4901",www.uarts.edu,"4-year, Private not-for-profit",2401.0,320 S Broad St, Philadelphia,Pennsylvania,19102-4901,0,Not-For-Profit,False
2288,The University of Virginia's College at Wise,"1 College Avenue, Wise, Virginia 24293-4400",www.uvawise.edu,"4-year, Public",1964.0,1 College Avenue, Wise,Virginia,24293-4400,0,Not-For-Profit,False
2289,The University of West Florida,"11000 University Parkway, Pensacola, Florida 32514-5750",uwf.edu,"4-year, Public",10491.0,11000 University Parkway, Pensacola,Florida,32514-5750,0,Not-For-Profit,False
2290,The Wright Institute,"2728 Durant Ave, Berkeley, California 94704-1796",www.wi.edu,"4-year, Private not-for-profit",387.0,2728 Durant Ave, Berkeley,California,94704-1796,0,Not-For-Profit,False
2291,Theological Seminary of the Reformed Episcopal Church,"826 Second Avenue, Blue Bell, Pennsylvania 19422-1257",www.reseminary.edu,"4-year, Private not-for-profit",11.0,826 Second Avenue, Blue Bell,Pennsylvania,19422-1257,0,Not-For-Profit,False
2292,Thiel College,"75 College Ave, Greenville, Pennsylvania 16125-2181",www.thiel.edu,"4-year, Private not-for-profit",1137.0,75 College Ave, Greenville,Pennsylvania,16125-2181,0,Not-For-Profit,False
2293,Thomas Aquinas College,"10000 N Ojai Rd, Santa Paula, California 93060",www.thomasaquinas.edu,"4-year, Private not-for-profit",340.0,10000 N Ojai Rd, Santa Paula,California,93060,0,Not-For-Profit,False
2294,Thomas College,"180 W River Rd, Waterville, Maine 04901-5097",www.thomas.edu,"4-year, Private not-for-profit",943.0,180 W River Rd, Waterville,Maine,04901-5097,0,Not-For-Profit,False
2295,Thomas Edison State College,"101 W State St, Trenton, New Jersey 08608-1176",www.tesc.edu,"4-year, Public",17369.0,101 W State St, Trenton,Jersey,08608-1176,0,Not-For-Profit,False
2296,Thomas Jefferson School of Law,"2121 San Diego Ave, San Diego, California 92110",www.tjsl.edu,"4-year, Private not-for-profit",870.0,2121 San Diego Ave, San Diego,California,92110,0,Not-For-Profit,False
2297,Thomas Jefferson University,"1020 Walnut Street, Philadelphia, Pennsylvania 19107",www.jefferson.edu,"4-year, Private not-for-profit",3202.0,1020 Walnut Street, Philadelphia,Pennsylvania,19107,0,Not-For-Profit,False
2298,Thomas M. Cooley Law School,"300 S Capitol Ave, Lansing, Michigan 48901",www.cooley.edu,"4-year, Private not-for-profit",3725.0,300 S Capitol Ave, Lansing,Michigan,48901,0,Not-For-Profit,False
2299,Thomas More College,"333 Thomas More Parkway, Crestview Hills, Kentucky 41017-3495",www.thomasmore.edu,"4-year, Private not-for-profit",1894.0,333 Thomas More Parkway, Crestview Hills,Kentucky,41017-3495,0,Not-For-Profit,False
2300,Thomas More College of Liberal Arts,"6 Manchester St, Merrimack, New Hampshire 03054",www.thomasmorecollege.edu,"4-year, Private not-for-profit",92.0,6 Manchester St, Merrimack,Hampshire,03054,0,Not-For-Profit,False
2301,Thomas University,"1501 Millpond Rd, Thomasville, Georgia 31792",www.thomasu.edu,"4-year, Private not-for-profit",900.0,1501 Millpond Rd, Thomasville,Georgia,31792,0,Not-For-Profit,False
2302,Thunderbird School of Global Management,"1 Global Place, Glendale, Arizona 85306-6000",www.thunderbird.edu,"4-year, Private not-for-profit",1349.0,1 Global Place, Glendale,Arizona,85306-6000,0,Not-For-Profit,False
2303,Tiffin University,"155 Miami Street, Tiffin, Ohio 44883",www.tiffin.edu,"4-year, Private not-for-profit",2674.0,155 Miami Street, Tiffin,Ohio,44883,0,Not-For-Profit,False
2304,Toccoa Falls College,"325 Chapel Drive, Toccoa Falls, Georgia 30598",www.tfc.edu,"4-year, Private not-for-profit",899.0,325 Chapel Drive, Toccoa Falls,Georgia,30598,0,Not-For-Profit,False
2306,Tougaloo College,"500 W County Line Rd, Tougaloo, Mississippi 39174",www.tougaloo.edu,"4-year, Private not-for-profit",871.0,500 W County Line Rd, Tougaloo,Mississippi,39174,0,Not-For-Profit,False
2307,Touro College,"27-33 W 23rd St, New York, New York 10010",www.touro.edu,"4-year, Private not-for-profit",17327.0,27-33 W 23rd St, New York,York,10010,0,Not-For-Profit,False
2308,Towson University,"8000 York Rd, Towson, Maryland 21252-0001",www.towson.edu,"4-year, Public",21111.0,8000 York Rd, Towson,Maryland,21252-0001,0,Not-For-Profit,False
2309,Toyota Technological Institute at Chicago,"6045 S. Kenwood Ave., Chicago, Illinois 60637",www.tti-c.org,"4-year, Private not-for-profit",11.0,6045 S. Kenwood Ave., Chicago,Illinois,60637,0,Not-For-Profit,False
2310,Traditional Chinese Medical College of Hawaii,"65-1206 Mamalahoa Hwy Bldg 3, Kamuela, Hawaii 96743",www.tcmch.edu,"4-year, Private not-for-profit",29.0,65-1206 Mamalahoa Hwy Bldg 3, Kamuela,Hawaii,96743,0,Not-For-Profit,False
2311,Transylvania University,"300 N Broadway, Lexington, Kentucky 40508-1797",www.transy.edu,"4-year, Private not-for-profit",1158.0,300 N Broadway, Lexington,Kentucky,40508-1797,0,Not-For-Profit,False
2312,Trevecca Nazarene University,"333 Murfreesboro Rd, Nashville, Tennessee 37210",www.trevecca.edu,"4-year, Private not-for-profit",2366.0,333 Murfreesboro Rd, Nashville,Tennessee,37210,0,Not-For-Profit,False
2313,Trine University,"1 University Ave, Angola, Indiana 46703-1764",www.trine.edu,"4-year, Private not-for-profit",1451.0,1 University Ave, Angola,Indiana,46703-1764,0,Not-For-Profit,False
